Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
024 DP - Ponte Rasa;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;0;0;0;;;;;;;;10
024 DP - Ponte Rasa;2025;LATROCÍNIO;0;0;0;10;0;;;;;;;;10
024 DP - Ponte Rasa;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;10;0;;;;;;;;10
024 DP - Ponte Rasa;2025;TOTAL DE ESTUPRO (4);50;40;80;10;40;;;;;;;;220
024 DP - Ponte Rasa;2025;ESTUPRO;0;0;20;0;0;;;;;;;;20
024 DP - Ponte Rasa;2025;ESTUPRO DE VULNERÁVEL;50;40;60;10;40;;;;;;;;200
024 DP - Ponte Rasa;2025;TOTAL DE ROUBO - OUTROS (1);910;820;870;850;620;;;;;;;;4070
024 DP - Ponte Rasa;2025;ROUBO - OUTROS;890;800;870;830;620;;;;;;;;4010
024 DP - Ponte Rasa;2025;ROUBO DE VEÍCULO;80;170;120;130;100;;;;;;;;600
024 DP - Ponte Rasa;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
024 DP - Ponte Rasa;2025;ROUBO DE CARGA;20;20;0;20;0;;;;;;;;60
024 DP - Ponte Rasa;2025;FURTO - OUTROS;1390;1660;1350;1900;1820;;;;;;;;8120
024 DP - Ponte Rasa;2025;FURTO DE VEÍCULO;700;710;750;670;570;;;;;;;;3400
024 DP - Ponte Rasa;2024;HOMICÍDIO DOLOSO (2);0;0;10;0;10;1;0;0;0;0;1;0;40
024 DP - Ponte Rasa;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;10;0;10;1;0;0;0;0;1;0;40
024 DP - Ponte Rasa;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;10;10;0;2;0;0;0;1;0;2;70
024 DP - Ponte Rasa;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2024;TENTATIVA DE HOMICÍDIO;10;10;20;10;0;0;0;0;0;0;0;0;50
024 DP - Ponte Rasa;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2024;LESÃO CORPORAL DOLOSA;630;510;500;610;520;54;43;37;49;41;43;54;5980
024 DP - Ponte Rasa;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;90;170;60;120;90;13;16;24;11;20;12;22;1710
024 DP - Ponte Rasa;2024;LESÃO CORPORAL CULPOSA - OUTRAS;20;10;20;10;10;2;0;0;0;0;0;0;90
024 DP - Ponte Rasa;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;1;10
024 DP - Ponte Rasa;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;1;10
024 DP - Ponte Rasa;2024;TOTAL DE ESTUPRO (4);10;30;30;50;40;0;3;7;6;3;2;3;400
024 DP - Ponte Rasa;2024;ESTUPRO;0;0;20;10;0;0;2;2;1;1;0;1;100
024 DP - Ponte Rasa;2024;ESTUPRO DE VULNERÁVEL;10;30;10;40;40;0;1;5;5;2;2;2;300
024 DP - Ponte Rasa;2024;TOTAL DE ROUBO - OUTROS (1);1070;1040;1160;940;840;87;79;80;89;124;91;87;1142
024 DP - Ponte Rasa;2024;ROUBO - OUTROS;1060;1030;1150;940;830;87;77;78;88;121;91;85;1128
024 DP - Ponte Rasa;2024;ROUBO DE VEÍCULO;110;90;50;140;110;9;8;8;12;11;16;15;1290
024 DP - Ponte Rasa;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2024;ROUBO DE CARGA;10;10;10;0;10;0;2;2;1;3;0;2;140
024 DP - Ponte Rasa;2024;FURTO - OUTROS;1610;1510;1420;1860;1600;164;174;165;160;142;191;132;1928
024 DP - Ponte Rasa;2024;FURTO DE VEÍCULO;640;720;710;720;570;72;89;79;65;70;64;45;8200
024 DP - Ponte Rasa;2023;HOMICÍDIO DOLOSO (2);0;10;10;0;0;0;1;0;2;0;1;0;60
024 DP - Ponte Rasa;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;10;10;0;0;1;0;3;0;1;0;80
024 DP - Ponte Rasa;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;0;1;0;0;0;0;0;1;40
024 DP - Ponte Rasa;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2023;TENTATIVA DE HOMICÍDIO;10;20;10;10;10;1;1;2;0;0;2;0;120
024 DP - Ponte Rasa;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2023;LESÃO CORPORAL DOLOSA;450;450;480;430;450;43;42;43;53;56;60;54;5770
024 DP - Ponte Rasa;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;130;110;170;140;110;9;15;12;19;15;18;6;1600
024 DP - Ponte Rasa;2023;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;10;10;10;0;0;0;1;0;2;0;70
024 DP - Ponte Rasa;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;10
024 DP - Ponte Rasa;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;10
024 DP - Ponte Rasa;2023;TOTAL DE ESTUPRO (4);10;40;30;20;10;5;6;4;7;6;3;4;460
024 DP - Ponte Rasa;2023;ESTUPRO;0;10;0;0;0;1;0;1;3;1;0;0;70
024 DP - Ponte Rasa;2023;ESTUPRO DE VULNERÁVEL;10;30;30;20;10;4;6;3;4;5;3;4;390
024 DP - Ponte Rasa;2023;TOTAL DE ROUBO - OUTROS (1);1140;790;1110;750;770;92;59;73;79;90;84;94;1027
024 DP - Ponte Rasa;2023;ROUBO - OUTROS;1140;790;1100;740;760;92;58;73;77;90;83;94;102
024 DP - Ponte Rasa;2023;ROUBO DE VEÍCULO;90;140;110;80;80;8;6;7;12;14;11;13;1210
024 DP - Ponte Rasa;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2023;ROUBO DE CARGA;0;0;10;10;10;0;1;0;2;0;1;0;70
024 DP - Ponte Rasa;2023;FURTO - OUTROS;1500;1180;1640;1730;1910;175;153;170;163;203;143;185;1988
024 DP - Ponte Rasa;2023;FURTO DE VEÍCULO;560;490;380;510;640;50;59;75;70;68;78;56;7140
024 DP - Ponte Rasa;2022;HOMICÍDIO DOLOSO (2);0;10;20;10;0;1;2;1;0;0;0;1;90
024 DP - Ponte Rasa;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;20;10;0;1;2;1;0;0;0;1;90
024 DP - Ponte Rasa;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;10;0;0;2;1;0;0;0;0;60
024 DP - Ponte Rasa;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;TENTATIVA DE HOMICÍDIO;0;10;0;0;0;0;2;0;1;0;4;0;80
024 DP - Ponte Rasa;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;1;10
024 DP - Ponte Rasa;2022;LESÃO CORPORAL DOLOSA;360;520;500;420;450;29;37;31;29;39;37;37;4640
024 DP - Ponte Rasa;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;100;50;170;100;100;7;4;9;10;18;4;15;1190
024 DP - Ponte Rasa;2022;LESÃO CORPORAL CULPOSA - OUTRAS;10;10;0;0;20;2;1;0;0;0;1;0;80
024 DP - Ponte Rasa;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;TOTAL DE ESTUPRO (4);10;0;70;20;40;2;6;3;2;4;7;3;410
024 DP - Ponte Rasa;2022;ESTUPRO;10;0;20;10;10;0;1;1;0;2;3;0;120
024 DP - Ponte Rasa;2022;ESTUPRO DE VULNERÁVEL;0;0;50;10;30;2;5;2;2;2;4;3;290
024 DP - Ponte Rasa;2022;TOTAL DE ROUBO - OUTROS (1);830;640;980;870;740;80;89;95;114;104;107;101;1096
024 DP - Ponte Rasa;2022;ROUBO - OUTROS;830;640;960;860;720;79;89;93;113;103;105;98;1081
024 DP - Ponte Rasa;2022;ROUBO DE VEÍCULO;70;70;90;100;110;13;18;13;17;18;15;19;1570
024 DP - Ponte Rasa;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
024 DP - Ponte Rasa;2022;ROUBO DE CARGA;0;0;20;10;20;1;0;2;1;1;2;3;150
024 DP - Ponte Rasa;2022;FURTO - OUTROS;1550;1540;2410;1720;1960;147;163;179;156;206;187;187;2143
024 DP - Ponte Rasa;2022;FURTO DE VEÍCULO;480;600;790;630;580;55;67;54;44;87;80;64;7590
041 DP - Vila Rica;2025;HOMICÍDIO DOLOSO (2);0;10;10;10;0;;;;;;;;30
041 DP - Vila Rica;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;10;10;0;;;;;;;;30
041 DP - Vila Rica;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;10;0;;;;;;;;30
041 DP - Vila Rica;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;TENTATIVA DE HOMICÍDIO;0;10;10;10;0;;;;;;;;30
041 DP - Vila Rica;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;LESÃO CORPORAL DOLOSA;520;490;400;320;380;;;;;;;;2110
041 DP - Vila Rica;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;120;100;90;60;120;;;;;;;;490
041 DP - Vila Rica;2025;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;10;;;;;;;;10
041 DP - Vila Rica;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;TOTAL DE ESTUPRO (4);0;30;40;60;20;;;;;;;;150
041 DP - Vila Rica;2025;ESTUPRO;0;10;0;0;10;;;;;;;;20
041 DP - Vila Rica;2025;ESTUPRO DE VULNERÁVEL;0;20;40;60;10;;;;;;;;130
041 DP - Vila Rica;2025;TOTAL DE ROUBO - OUTROS (1);1000;590;700;660;820;;;;;;;;3770
041 DP - Vila Rica;2025;ROUBO - OUTROS;990;570;690;650;820;;;;;;;;3720
041 DP - Vila Rica;2025;ROUBO DE VEÍCULO;140;80;160;90;100;;;;;;;;570
041 DP - Vila Rica;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
041 DP - Vila Rica;2025;ROUBO DE CARGA;10;20;10;10;0;;;;;;;;50
041 DP - Vila Rica;2025;FURTO - OUTROS;1280;1070;1130;1000;1060;;;;;;;;5540
041 DP - Vila Rica;2025;FURTO DE VEÍCULO;540;530;530;500;600;;;;;;;;2700
041 DP - Vila Rica;2024;HOMICÍDIO DOLOSO (2);20;0;0;0;0;0;0;1;1;1;1;1;70
041 DP - Vila Rica;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;0;0;0;0;0;1;1;1;1;1;70
041 DP - Vila Rica;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;0;2;0;0;1;0;1;0;60
041 DP - Vila Rica;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;TENTATIVA DE HOMICÍDIO;0;10;0;0;0;0;1;0;0;0;1;1;40
041 DP - Vila Rica;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;LESÃO CORPORAL DOLOSA;310;390;510;320;560;24;23;42;34;44;24;44;4440
041 DP - Vila Rica;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;120;70;110;70;150;11;10;14;8;17;10;8;1300
041 DP - Vila Rica;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;20;0;10;0;0;0;0;1;2;1;70
041 DP - Vila Rica;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;TOTAL DE ESTUPRO (4);40;30;20;30;10;5;1;2;2;5;6;3;370
041 DP - Vila Rica;2024;ESTUPRO;0;0;20;10;0;1;0;0;0;1;0;0;50
041 DP - Vila Rica;2024;ESTUPRO DE VULNERÁVEL;40;30;0;20;10;4;1;2;2;4;6;3;320
041 DP - Vila Rica;2024;TOTAL DE ROUBO - OUTROS (1);1070;670;860;680;670;65;68;61;50;59;80;89;8670
041 DP - Vila Rica;2024;ROUBO - OUTROS;1070;670;860;650;670;64;67;59;46;58;78;86;8500
041 DP - Vila Rica;2024;ROUBO DE VEÍCULO;120;160;180;140;180;13;4;9;4;18;17;11;1540
041 DP - Vila Rica;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2024;ROUBO DE CARGA;0;0;0;30;0;1;1;2;4;1;2;3;170
041 DP - Vila Rica;2024;FURTO - OUTROS;1090;1090;1010;1050;1050;130;122;141;116;126;122;123;1409
041 DP - Vila Rica;2024;FURTO DE VEÍCULO;540;540;410;490;480;70;68;51;59;51;45;44;6340
041 DP - Vila Rica;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;10;0;0;0;0;0;2;1;40
041 DP - Vila Rica;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;10;0;0;0;0;0;2;1;40
041 DP - Vila Rica;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;0;10;1;0;0;0;1;1;0;50
041 DP - Vila Rica;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2023;TENTATIVA DE HOMICÍDIO;20;0;10;20;0;0;0;1;0;1;2;1;100
041 DP - Vila Rica;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2023;LESÃO CORPORAL DOLOSA;240;170;430;470;280;23;23;34;34;33;43;30;3790
041 DP - Vila Rica;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;90;80;160;70;100;19;13;18;8;13;6;4;1310
041 DP - Vila Rica;2023;LESÃO CORPORAL CULPOSA - OUTRAS;10;10;0;0;10;0;0;0;0;0;0;0;30
041 DP - Vila Rica;2023;LATROCÍNIO;0;0;0;0;0;0;1;0;0;0;0;0;10
041 DP - Vila Rica;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;1;0;0;0;0;0;10
041 DP - Vila Rica;2023;TOTAL DE ESTUPRO (4);10;30;40;10;70;5;5;6;3;1;3;2;410
041 DP - Vila Rica;2023;ESTUPRO;10;0;20;0;10;2;1;0;0;0;1;1;90
041 DP - Vila Rica;2023;ESTUPRO DE VULNERÁVEL;0;30;20;10;60;3;4;6;3;1;2;1;320
041 DP - Vila Rica;2023;TOTAL DE ROUBO - OUTROS (1);960;930;1160;1210;1120;47;68;84;59;85;83;117;1081
041 DP - Vila Rica;2023;ROUBO - OUTROS;940;920;1130;1190;1110;47;66;83;59;83;81;116;1064
041 DP - Vila Rica;2023;ROUBO DE VEÍCULO;110;150;140;90;150;14;8;5;13;7;13;15;1390
041 DP - Vila Rica;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2023;ROUBO DE CARGA;20;10;30;20;10;0;2;1;0;2;2;1;170
041 DP - Vila Rica;2023;FURTO - OUTROS;1360;1110;1460;1320;1330;120;135;121;108;124;118;110;1494
041 DP - Vila Rica;2023;FURTO DE VEÍCULO;590;480;700;590;680;66;78;73;75;61;69;59;7850
041 DP - Vila Rica;2022;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;1;1;1;30
041 DP - Vila Rica;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;1;1;1;30
041 DP - Vila Rica;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;TENTATIVA DE HOMICÍDIO;10;0;0;10;10;1;1;1;1;2;1;0;100
041 DP - Vila Rica;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;10;0;0;0;0;0;0;0;0;10
041 DP - Vila Rica;2022;LESÃO CORPORAL DOLOSA;170;340;380;180;230;28;29;31;30;33;27;20;3280
041 DP - Vila Rica;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;80;110;100;70;100;6;4;8;13;13;9;2;1010
041 DP - Vila Rica;2022;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;1;0;2;0;0;1;0;40
041 DP - Vila Rica;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;TOTAL DE ESTUPRO (4);20;30;40;30;40;1;3;3;9;6;1;3;420
041 DP - Vila Rica;2022;ESTUPRO;0;10;20;10;10;0;1;0;3;1;0;1;110
041 DP - Vila Rica;2022;ESTUPRO DE VULNERÁVEL;20;20;20;20;30;1;2;3;6;5;1;2;310
041 DP - Vila Rica;2022;TOTAL DE ROUBO - OUTROS (1);960;740;1130;1000;1040;86;144;149;138;152;116;137;1409
041 DP - Vila Rica;2022;ROUBO - OUTROS;950;740;1090;970;1040;85;140;148;138;151;115;136;1392
041 DP - Vila Rica;2022;ROUBO DE VEÍCULO;140;130;220;150;140;8;7;15;16;11;11;24;1700
041 DP - Vila Rica;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
041 DP - Vila Rica;2022;ROUBO DE CARGA;10;0;40;30;0;1;4;1;0;1;1;1;170
041 DP - Vila Rica;2022;FURTO - OUTROS;1150;1070;1510;1440;1400;127;129;162;136;148;128;127;1614
041 DP - Vila Rica;2022;FURTO DE VEÍCULO;550;490;630;670;490;63;64;67;56;59;65;57;7140
101 DP - Jardim das Imbuias;2025;HOMICÍDIO DOLOSO (2);30;20;20;0;0;;;;;;;;70
101 DP - Jardim das Imbuias;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);30;20;20;0;0;;;;;;;;70
101 DP - Jardim das Imbuias;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
101 DP - Jardim das Imbuias;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
101 DP - Jardim das Imbuias;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;30;10;10;;;;;;;;50
101 DP - Jardim das Imbuias;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
101 DP - Jardim das Imbuias;2025;TENTATIVA DE HOMICÍDIO;0;40;10;10;0;;;;;;;;60
101 DP - Jardim das Imbuias;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;10;0;0;0;;;;;;;;10
101 DP - Jardim das Imbuias;2025;LESÃO CORPORAL DOLOSA;600;590;470;520;390;;;;;;;;2570
101 DP - Jardim das Imbuias;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;180;280;260;200;200;;;;;;;;1120
101 DP - Jardim das Imbuias;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;20;0;0;20;;;;;;;;50
101 DP - Jardim das Imbuias;2025;LATROCÍNIO;0;0;10;0;0;;;;;;;;10
101 DP - Jardim das Imbuias;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;10;0;0;;;;;;;;10
101 DP - Jardim das Imbuias;2025;TOTAL DE ESTUPRO (4);40;70;90;70;80;;;;;;;;350
101 DP - Jardim das Imbuias;2025;ESTUPRO;30;30;10;20;10;;;;;;;;100
101 DP - Jardim das Imbuias;2025;ESTUPRO DE VULNERÁVEL;10;40;80;50;70;;;;;;;;250
101 DP - Jardim das Imbuias;2025;TOTAL DE ROUBO - OUTROS (1);1120;910;1240;1240;1310;;;;;;;;5820
101 DP - Jardim das Imbuias;2025;ROUBO - OUTROS;1040;890;1170;1140;1230;;;;;;;;5470
101 DP - Jardim das Imbuias;2025;ROUBO DE VEÍCULO;170;120;210;210;260;;;;;;;;970
101 DP - Jardim das Imbuias;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
101 DP - Jardim das Imbuias;2025;ROUBO DE CARGA;80;20;70;100;80;;;;;;;;350
101 DP - Jardim das Imbuias;2025;FURTO - OUTROS;2350;2240;2060;2310;2310;;;;;;;;1127
101 DP - Jardim das Imbuias;2025;FURTO DE VEÍCULO;240;270;340;360;250;;;;;;;;1460
101 DP - Jardim das Imbuias;2024;HOMICÍDIO DOLOSO (2);10;10;10;20;10;0;1;1;0;0;2;0;100
101 DP - Jardim das Imbuias;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);10;10;10;20;10;0;1;1;0;0;2;0;100
101 DP - Jardim das Imbuias;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;0;1;0;0;3;2;0;0;80
101 DP - Jardim das Imbuias;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;TENTATIVA DE HOMICÍDIO;0;10;10;0;0;1;3;1;0;3;0;1;110
101 DP - Jardim das Imbuias;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;LESÃO CORPORAL DOLOSA;460;510;600;500;580;49;41;62;68;61;57;59;6620
101 DP - Jardim das Imbuias;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;160;240;200;200;160;12;23;19;27;37;21;22;2570
101 DP - Jardim das Imbuias;2024;LESÃO CORPORAL CULPOSA - OUTRAS;10;10;20;10;0;1;1;0;0;0;1;0;80
101 DP - Jardim das Imbuias;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;TOTAL DE ESTUPRO (4);60;80;60;50;50;2;6;2;11;6;7;9;730
101 DP - Jardim das Imbuias;2024;ESTUPRO;0;20;10;20;30;0;3;1;3;1;2;3;210
101 DP - Jardim das Imbuias;2024;ESTUPRO DE VULNERÁVEL;60;60;50;30;20;2;3;1;8;5;5;6;520
101 DP - Jardim das Imbuias;2024;TOTAL DE ROUBO - OUTROS (1);1880;1660;1760;1570;1880;160;137;169;126;137;139;167;191
101 DP - Jardim das Imbuias;2024;ROUBO - OUTROS;1670;1450;1550;1400;1680;149;133;159;124;128;133;162;1763
101 DP - Jardim das Imbuias;2024;ROUBO DE VEÍCULO;160;160;150;130;180;27;20;18;19;24;21;28;2350
101 DP - Jardim das Imbuias;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
101 DP - Jardim das Imbuias;2024;ROUBO DE CARGA;210;210;210;170;200;11;4;10;2;9;6;5;1470
101 DP - Jardim das Imbuias;2024;FURTO - OUTROS;2060;2180;2230;1920;2220;215;224;231;263;215;221;197;2627
101 DP - Jardim das Imbuias;2024;FURTO DE VEÍCULO;180;220;200;270;350;24;23;37;36;44;51;29;3660
101 DP - Jardim das Imbuias;2023;HOMICÍDIO DOLOSO (2);0;0;10;20;10;1;0;1;1;1;2;0;100
101 DP - Jardim das Imbuias;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;10;20;10;2;0;1;1;1;2;0;110
